stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
7,"ELM ST AT MIDLAND AVE#",,40.769019,-74.141421,589
162,"MAIN ST AT ADAMS AVE",,39.395538,-74.519212,0
163,"MAIN ST AT DELILAH RD",,39.405069,-74.510613,0
164,"MAIN ST AT DELILAH RD",,39.404849,-74.511071,0
165,"MAIN ST AT BAYVIEW AVE",,39.386750,-74.526992,0
166,"MAIN ST AT CEDARCREST AVE",,39.409960,-74.506393,8195
167,"MAIN ST AT DECATUR AVE",,39.389317,-74.524532,0
168,"MAIN ST AT DECATUR AVE",,39.389449,-74.524652,0
169,"MAIN ST AT E. GLENDALE AVE",,39.381749,-74.531383,0
170,"MAIN ST AT E. GREENFIELD AVE",,39.384558,-74.528883,0
171,"MAIN ST AT PLEASANT AVE",,39.393768,-74.520782,0
172,"MAIN ST AT READING AVE",,39.400849,-74.514431,0
173,"MAIN ST AT REDWOOD AVE",,39.412180,-74.504621,0
174,"MAIN ST AT RIDGEWOOD AVE",,39.377597,-74.536212,0
176,"MAIN ST AT THOMPSON AVE",,39.406008,-74.509763,0
177,"MAIN ST AT THOMPSON AVE",,39.405918,-74.509973,0
178,"MAIN ST AT TILTON RD",,39.378820,-74.534983,0
179,"MAIN ST AT WOODLAND AVE",,39.396459,-74.518380,0
180,"MAIN ST AT CALIFORNIA AVE",,39.413388,-74.503852,0
181,"W JERSEY AVE AT MAIN ST",,39.390759,-74.522961,8192
182,"MAIN ST AT RIDGEWOOD AVE",,39.377997,-74.535983,0
183,"MAIN ST AT ASHLAND AVE",,39.378789,-74.534653,0
184,"MAIN ST 0'  OF PLEASANT AVE",,39.393979,-74.520493,0
185,"MAIN ST AT MULBERRY AVE",,39.399218,-74.515823,0
186,"MAIN ST AT REDWOOD AVE",,39.412497,-74.504520,0
187,"MAIN ST AT LEEDS AVE",,39.407828,-74.508232,0
188,"MAIN ST AT BRIGHTON AVE",,39.400199,-74.515023,0
189,"MAIN ST AT MULBERRY AVE",,39.398739,-74.516332,0
190,"MAIN ST AT E. GREENFIELD AVE",,39.384728,-74.528843,0
191,"MAIN ST AT E. GLENDALE AVE",,39.381538,-74.531693,0
192,"MAIN ST AT BAYVIEW AVE",,39.386618,-74.527043,0
193,"MAIN ST AT ADAMS AVE",,39.395319,-74.519252,0
194,"MAIN ST AT E. MERION AVE",,39.397270,-74.517560,0
195,"MAIN ST AT READING AVE",,39.401630,-74.513660,0
196,"MAIN ST AT STENTON PL",,39.402698,-74.512711,0
197,"MAIN ST AT LEEDS AVE",,39.408099,-74.507900,0
198,"MAIN ST AT CEDARCREST AVE",,39.410108,-74.506101,0
199,"NEW RD AT PARK AVE",,39.387068,-74.537450,0
200,"NEW RD AT PARK AVE",,39.386958,-74.537500,0
201,"NEW RD AT NOAHS RD",,39.389528,-74.534590,0
202,"NEW RD AT DOUGHTY RD",,39.389230,-74.534921,0
203,"NEW RD AT TILTON RD",,39.383599,-74.542464,0
204,"NEW RD AT TILTON RD",,39.383327,-74.542663,0
205,"W JERSEY AVE AT MAIN ST",,39.390600,-74.522781,8192
207,"NEW RD AT CALIFORNIA AVE",,39.414668,-74.511800,8192
209,"SHORE RD AT CALIFORNIA AVE",,39.413648,-74.503790,0
210,"NEW RD AT NEW JERSEY AVE",,39.429279,-74.504943,0
211,"WYOMING AVE AT PITNEY RD",,39.432170,-74.499161,0
212,"WHITE HORSE PIKE AT STATION AVE",,39.423738,-74.500402,0
215,"RICHARD STOCKTON COLLEGE",,39.493368,-74.528371,8192
216,"US 9 AT QUAIL HILL BLVD",,39.490650,-74.458313,0
217,"SHORE RD AT COVE RD",,39.361709,-74.555753,0
218,"SHORE RD AT DOLPHIN AVE",,39.376340,-74.538041,0
219,"SHORE RD AT DOLPHIN AVE",,39.376427,-74.538282,0
220,"SHORE RD AT FRANKLIN AVE",,39.375279,-74.539241,0
